dateid,date,Year,Quarter,QuarterName,Month,Monthname,Day,Weekday,WeekdayName
88,2019-03-29,2019,1,Q1,3,March,29,6,Friday
89,2019-03-30,2019,1,Q1,3,March,30,7,Saturday
90,2019-03-31,2019,2,Q2,3,March,31,1,Sunday
91,2019-04-01,2019,2,Q2,4,April,1,2,Monday
92,2019-04-02,2019,2,Q2,4,April,2,3,Tuesday
93,2019-04-03,2019,2,Q2,4,April,3,4,Wednesday
94,2019-04-04,2019,2,Q2,4,April,4,5,Thursday
95,2019-04-05,2019,2,Q2,4,April,5,6,Friday
96,2019-04-06,2019,2,Q2,4,April,6,7,Saturday
97,2019-04-07,2019,2,Q2,4,April,7,1,Sunday
98,2019-04-08,2019,2,Q2,4,April,8,2,Monday
99,2019-04-09,2019,2,Q2,4,April,9,3,Tuesday
100,2019-04-10,2019,2,Q2,4,April,10,4,Wednesday
101,2019-04-11,2019,2,Q2,4,April,11,5,Thursday
102,2019-04-12,2019,2,Q2,4,April,12,6,Friday
103,2019-04-13,2019,2,Q2,4,April,13,7,Saturday
104,2019-04-14,2019,2,Q2,4,April,14,1,Sunday
105,2019-04-15,2019,2,Q2,4,April,15,2,Monday
106,2019-04-16,2019,2,Q2,4,April,16,3,Tuesday
107,2019-04-17,2019,2,Q2,4,April,17,4,Wednesday
108,2019-04-18,2019,2,Q2,4,April,18,5,Thursday
109,2019-04-19,2019,2,Q2,4,April,19,6,Friday
110,2019-04-20,2019,2,Q2,4,April,20,7,Saturday
111,2019-04-21,2019,2,Q2,4,April,21,1,Sunday
112,2019-04-22,2019,2,Q2,4,April,22,2,Monday
113,2019-04-23,2019,2,Q2,4,April,23,3,Tuesday
114,2019-04-24,2019,2,Q2,4,April,24,4,Wednesday
115,2019-04-25,2019,2,Q2,4,April,25,5,Thursday
116,2019-04-26,2019,2,Q2,4,April,26,6,Friday
117,2019-04-27,2019,2,Q2,4,April,27,7,Saturday
118,2019-04-28,2019,2,Q2,4,April,28,1,Sunday
119,2019-04-29,2019,2,Q2,4,April,29,2,Monday
120,2019-04-30,2019,2,Q2,4,April,30,3,Tuesday
121,2019-05-01,2019,2,Q2,5,May,1,4,Wednesday
122,2019-05-02,2019,2,Q2,5,May,2,5,Thursday
123,2019-05-03,2019,2,Q2,5,May,3,6,Friday
124,2019-05-04,2019,2,Q2,5,May,4,7,Saturday
125,2019-05-05,2019,2,Q2,5,May,5,1,Sunday
126,2019-05-06,2019,2,Q2,5,May,6,2,Monday
127,2019-05-07,2019,2,Q2,5,May,7,3,Tuesday
128,2019-05-08,2019,2,Q2,5,May,8,4,Wednesday
129,2019-05-09,2019,2,Q2,5,May,9,5,Thursday
130,2019-05-10,2019,2,Q2,5,May,10,6,Friday
131,2019-05-11,2019,2,Q2,5,May,11,7,Saturday
132,2019-05-12,2019,2,Q2,5,May,12,1,Sunday
133,2019-05-13,2019,2,Q2,5,May,13,2,Monday
134,2019-05-14,2019,2,Q2,5,May,14,3,Tuesday
135,2019-05-15,2019,2,Q2,5,May,15,4,Wednesday
136,2019-05-16,2019,2,Q2,5,May,16,5,Thursday
137,2019-05-17,2019,2,Q2,5,May,17,6,Friday
138,2019-05-18,2019,2,Q2,5,May,18,7,Saturday
139,2019-05-19,2019,2,Q2,5,May,19,1,Sunday
140,2019-05-20,2019,2,Q2,5,May,20,2,Monday
141,2019-05-21,2019,2,Q2,5,May,21,3,Tuesday
142,2019-05-22,2019,2,Q2,5,May,22,4,Wednesday
143,2019-05-23,2019,2,Q2,5,May,23,5,Thursday
144,2019-05-24,2019,2,Q2,5,May,24,6,Friday
145,2019-05-25,2019,2,Q2,5,May,25,7,Saturday
146,2019-05-26,2019,2,Q2,5,May,26,1,Sunday
147,2019-05-27,2019,2,Q2,5,May,27,2,Monday
148,2019-05-28,2019,2,Q2,5,May,28,3,Tuesday
149,2019-05-29,2019,2,Q2,5,May,29,4,Wednesday
150,2019-05-30,2019,2,Q2,5,May,30,5,Thursday
151,2019-05-31,2019,2,Q2,5,May,31,6,Friday
152,2019-06-01,2019,2,Q2,6,June,1,7,Saturday
153,2019-06-02,2019,2,Q2,6,June,2,1,Sunday
154,2019-06-03,2019,2,Q2,6,June,3,2,Monday
155,2019-06-04,2019,2,Q2,6,June,4,3,Tuesday
156,2019-06-05,2019,2,Q2,6,June,5,4,Wednesday
157,2019-06-06,2019,2,Q2,6,June,6,5,Thursday
158,2019-06-07,2019,2,Q2,6,June,7,6,Friday
159,2019-06-08,2019,2,Q2,6,June,8,7,Saturday
160,2019-06-09,2019,2,Q2,6,June,9,1,Sunday
161,2019-06-10,2019,2,Q2,6,June,10,2,Monday
162,2019-06-11,2019,2,Q2,6,June,11,3,Tuesday
163,2019-06-12,2019,2,Q2,6,June,12,4,Wednesday
164,2019-06-13,2019,2,Q2,6,June,13,5,Thursday
165,2019-06-14,2019,2,Q2,6,June,14,6,Friday
166,2019-06-15,2019,2,Q2,6,June,15,7,Saturday
167,2019-06-16,2019,2,Q2,6,June,16,1,Sunday
168,2019-06-17,2019,2,Q2,6,June,17,2,Monday
169,2019-06-18,2019,2,Q2,6,June,18,3,Tuesday
170,2019-06-19,2019,2,Q2,6,June,19,4,Wednesday
171,2019-06-20,2019,2,Q2,6,June,20,5,Thursday
172,2019-06-21,2019,2,Q2,6,June,21,6,Friday
173,2019-06-22,2019,2,Q2,6,June,22,7,Saturday
174,2019-06-23,2019,2,Q2,6,June,23,1,Sunday
175,2019-06-24,2019,2,Q2,6,June,24,2,Monday
176,2019-06-25,2019,2,Q2,6,June,25,3,Tuesday
177,2019-06-26,2019,2,Q2,6,June,26,4,Wednesday
178,2019-06-27,2019,2,Q2,6,June,27,5,Thursday
179,2019-06-28,2019,2,Q2,6,June,28,6,Friday
180,2019-06-29,2019,2,Q2,6,June,29,7,Saturday
181,2019-06-30,2019,3,Q3,6,June,30,1,Sunday
182,2019-07-01,2019,3,Q3,7,July,1,2,Monday
183,2019-07-02,2019,3,Q3,7,July,2,3,Tuesday
184,2019-07-03,2019,3,Q3,7,July,3,4,Wednesday
185,2019-07-04,2019,3,Q3,7,July,4,5,Thursday
186,2019-07-05,2019,3,Q3,7,July,5,6,Friday
187,2019-07-06,2019,3,Q3,7,July,6,7,Saturday
188,2019-07-07,2019,3,Q3,7,July,7,1,Sunday
189,2019-07-08,2019,3,Q3,7,July,8,2,Monday
190,2019-07-09,2019,3,Q3,7,July,9,3,Tuesday
191,2019-07-10,2019,3,Q3,7,July,10,4,Wednesday
192,2019-07-11,2019,3,Q3,7,July,11,5,Thursday
193,2019-07-12,2019,3,Q3,7,July,12,6,Friday
194,2019-07-13,2019,3,Q3,7,July,13,7,Saturday
195,2019-07-14,2019,3,Q3,7,July,14,1,Sunday
196,2019-07-15,2019,3,Q3,7,July,15,2,Monday
197,2019-07-16,2019,3,Q3,7,July,16,3,Tuesday
198,2019-07-17,2019,3,Q3,7,July,17,4,Wednesday
199,2019-07-18,2019,3,Q3,7,July,18,5,Thursday
200,2019-07-19,2019,3,Q3,7,July,19,6,Friday
201,2019-07-20,2019,3,Q3,7,July,20,7,Saturday
202,2019-07-21,2019,3,Q3,7,July,21,1,Sunday
203,2019-07-22,2019,3,Q3,7,July,22,2,Monday
204,2019-07-23,2019,3,Q3,7,July,23,3,Tuesday
205,2019-07-24,2019,3,Q3,7,July,24,4,Wednesday
206,2019-07-25,2019,3,Q3,7,July,25,5,Thursday
207,2019-07-26,2019,3,Q3,7,July,26,6,Friday
208,2019-07-27,2019,3,Q3,7,July,27,7,Saturday
209,2019-07-28,2019,3,Q3,7,July,28,1,Sunday
210,2019-07-29,2019,3,Q3,7,July,29,2,Monday
211,2019-07-30,2019,3,Q3,7,July,30,3,Tuesday
212,2019-07-31,2019,3,Q3,7,July,31,4,Wednesday
213,2019-08-01,2019,3,Q3,8,August,1,5,Thursday
214,2019-08-02,2019,3,Q3,8,August,2,6,Friday
215,2019-08-03,2019,3,Q3,8,August,3,7,Saturday
216,2019-08-04,2019,3,Q3,8,August,4,1,Sunday
217,2019-08-05,2019,3,Q3,8,August,5,2,Monday
218,2019-08-06,2019,3,Q3,8,August,6,3,Tuesday
219,2019-08-07,2019,3,Q3,8,August,7,4,Wednesday
220,2019-08-08,2019,3,Q3,8,August,8,5,Thursday
221,2019-08-09,2019,3,Q3,8,August,9,6,Friday
222,2019-08-10,2019,3,Q3,8,August,10,7,Saturday
223,2019-08-11,2019,3,Q3,8,August,11,1,Sunday
224,2019-08-12,2019,3,Q3,8,August,12,2,Monday
225,2019-08-13,2019,3,Q3,8,August,13,3,Tuesday
226,2019-08-14,2019,3,Q3,8,August,14,4,Wednesday
227,2019-08-15,2019,3,Q3,8,August,15,5,Thursday
228,2019-08-16,2019,3,Q3,8,August,16,6,Friday
229,2019-08-17,2019,3,Q3,8,August,17,7,Saturday
230,2019-08-18,2019,3,Q3,8,August,18,1,Sunday
231,2019-08-19,2019,3,Q3,8,August,19,2,Monday
232,2019-08-20,2019,3,Q3,8,August,20,3,Tuesday
233,2019-08-21,2019,3,Q3,8,August,21,4,Wednesday
234,2019-08-22,2019,3,Q3,8,August,22,5,Thursday
235,2019-08-23,2019,3,Q3,8,August,23,6,Friday
236,2019-08-24,2019,3,Q3,8,August,24,7,Saturday
237,2019-08-25,2019,3,Q3,8,August,25,1,Sunday
238,2019-08-26,2019,3,Q3,8,August,26,2,Monday
239,2019-08-27,2019,3,Q3,8,August,27,3,Tuesday
240,2019-08-28,2019,3,Q3,8,August,28,4,Wednesday
241,2019-08-29,2019,3,Q3,8,August,29,5,Thursday
242,2019-08-30,2019,3,Q3,8,August,30,6,Friday
243,2019-08-31,2019,3,Q3,8,August,31,7,Saturday
244,2019-09-01,2019,3,Q3,9,September,1,1,Sunday
245,2019-09-02,2019,3,Q3,9,September,2,2,Monday
246,2019-09-03,2019,3,Q3,9,September,3,3,Tuesday
247,2019-09-04,2019,3,Q3,9,September,4,4,Wednesday
248,2019-09-05,2019,3,Q3,9,September,5,5,Thursday
249,2019-09-06,2019,3,Q3,9,September,6,6,Friday
250,2019-09-07,2019,3,Q3,9,September,7,7,Saturday
251,2019-09-08,2019,3,Q3,9,September,8,1,Sunday
252,2019-09-09,2019,3,Q3,9,September,9,2,Monday
253,2019-09-10,2019,3,Q3,9,September,10,3,Tuesday
254,2019-09-11,2019,3,Q3,9,September,11,4,Wednesday
255,2019-09-12,2019,3,Q3,9,September,12,5,Thursday
256,2019-09-13,2019,3,Q3,9,September,13,6,Friday
257,2019-09-14,2019,3,Q3,9,September,14,7,Saturday
258,2019-09-15,2019,3,Q3,9,September,15,1,Sunday
259,2019-09-16,2019,3,Q3,9,September,16,2,Monday
260,2019-09-17,2019,3,Q3,9,September,17,3,Tuesday
261,2019-09-18,2019,3,Q3,9,September,18,4,Wednesday
262,2019-09-19,2019,3,Q3,9,September,19,5,Thursday
263,2019-09-20,2019,3,Q3,9,September,20,6,Friday
264,2019-09-21,2019,3,Q3,9,September,21,7,Saturday
265,2019-09-22,2019,3,Q3,9,September,22,1,Sunday
266,2019-09-23,2019,3,Q3,9,September,23,2,Monday
267,2019-09-24,2019,3,Q3,9,September,24,3,Tuesday
268,2019-09-25,2019,3,Q3,9,September,25,4,Wednesday
269,2019-09-26,2019,3,Q3,9,September,26,5,Thursday
270,2019-09-27,2019,3,Q3,9,September,27,6,Friday
271,2019-09-28,2019,3,Q3,9,September,28,7,Saturday
272,2019-09-29,2019,3,Q3,9,September,29,1,Sunday
273,2019-09-30,2019,4,Q4,9,September,30,2,Monday
274,2019-10-01,2019,4,Q4,10,October,1,3,Tuesday
275,2019-10-02,2019,4,Q4,10,October,2,4,Wednesday
276,2019-10-03,2019,4,Q4,10,October,3,5,Thursday
277,2019-10-04,2019,4,Q4,10,October,4,6,Friday
278,2019-10-05,2019,4,Q4,10,October,5,7,Saturday
279,2019-10-06,2019,4,Q4,10,October,6,1,Sunday
280,2019-10-07,2019,4,Q4,10,October,7,2,Monday
281,2019-10-08,2019,4,Q4,10,October,8,3,Tuesday
282,2019-10-09,2019,4,Q4,10,October,9,4,Wednesday
283,2019-10-10,2019,4,Q4,10,October,10,5,Thursday
284,2019-10-11,2019,4,Q4,10,October,11,6,Friday
285,2019-10-12,2019,4,Q4,10,October,12,7,Saturday
286,2019-10-13,2019,4,Q4,10,October,13,1,Sunday
287,2019-10-14,2019,4,Q4,10,October,14,2,Monday
288,2019-10-15,2019,4,Q4,10,October,15,3,Tuesday
289,2019-10-16,2019,4,Q4,10,October,16,4,Wednesday
290,2019-10-17,2019,4,Q4,10,October,17,5,Thursday
291,2019-10-18,2019,4,Q4,10,October,18,6,Friday
292,2019-10-19,2019,4,Q4,10,October,19,7,Saturday
293,2019-10-20,2019,4,Q4,10,October,20,1,Sunday
294,2019-10-21,2019,4,Q4,10,October,21,2,Monday
295,2019-10-22,2019,4,Q4,10,October,22,3,Tuesday
296,2019-10-23,2019,4,Q4,10,October,23,4,Wednesday
297,2019-10-24,2019,4,Q4,10,October,24,5,Thursday
298,2019-10-25,2019,4,Q4,10,October,25,6,Friday
299,2019-10-26,2019,4,Q4,10,October,26,7,Saturday
300,2019-10-27,2019,4,Q4,10,October,27,1,Sunday
301,2019-10-28,2019,4,Q4,10,October,28,2,Monday
302,2019-10-29,2019,4,Q4,10,October,29,3,Tuesday
303,2019-10-30,2019,4,Q4,10,October,30,4,Wednesday
304,2019-10-31,2019,4,Q4,10,October,31,5,Thursday
305,2019-11-01,2019,4,Q4,11,November,1,6,Friday
306,2019-11-02,2019,4,Q4,11,November,2,7,Saturday
307,2019-11-03,2019,4,Q4,11,November,3,1,Sunday
308,2019-11-04,2019,4,Q4,11,November,4,2,Monday
309,2019-11-05,2019,4,Q4,11,November,5,3,Tuesday
310,2019-11-06,2019,4,Q4,11,November,6,4,Wednesday
311,2019-11-07,2019,4,Q4,11,November,7,5,Thursday
312,2019-11-08,2019,4,Q4,11,November,8,6,Friday
313,2019-11-09,2019,4,Q4,11,November,9,7,Saturday
314,2019-11-10,2019,4,Q4,11,November,10,1,Sunday
315,2019-11-11,2019,4,Q4,11,November,11,2,Monday
316,2019-11-12,2019,4,Q4,11,November,12,3,Tuesday
317,2019-11-13,2019,4,Q4,11,November,13,4,Wednesday
318,2019-11-14,2019,4,Q4,11,November,14,5,Thursday
319,2019-11-15,2019,4,Q4,11,November,15,6,Friday
320,2019-11-16,2019,4,Q4,11,November,16,7,Saturday
321,2019-11-17,2019,4,Q4,11,November,17,1,Sunday
322,2019-11-18,2019,4,Q4,11,November,18,2,Monday
323,2019-11-19,2019,4,Q4,11,November,19,3,Tuesday
324,2019-11-20,2019,4,Q4,11,November,20,4,Wednesday
325,2019-11-21,2019,4,Q4,11,November,21,5,Thursday
326,2019-11-22,2019,4,Q4,11,November,22,6,Friday
327,2019-11-23,2019,4,Q4,11,November,23,7,Saturday
328,2019-11-24,2019,4,Q4,11,November,24,1,Sunday
329,2019-11-25,2019,4,Q4,11,November,25,2,Monday
330,2019-11-26,2019,4,Q4,11,November,26,3,Tuesday
331,2019-11-27,2019,4,Q4,11,November,27,4,Wednesday
332,2019-11-28,2019,4,Q4,11,November,28,5,Thursday
333,2019-11-29,2019,4,Q4,11,November,29,6,Friday
334,2019-11-30,2019,4,Q4,11,November,30,7,Saturday
335,2019-12-01,2019,4,Q4,12,December,1,1,Sunday
336,2019-12-02,2019,4,Q4,12,December,2,2,Monday
337,2019-12-03,2019,4,Q4,12,December,3,3,Tuesday
338,2019-12-04,2019,4,Q4,12,December,4,4,Wednesday
339,2019-12-05,2019,4,Q4,12,December,5,5,Thursday
340,2019-12-06,2019,4,Q4,12,December,6,6,Friday
341,2019-12-07,2019,4,Q4,12,December,7,7,Saturday
342,2019-12-08,2019,4,Q4,12,December,8,1,Sunday
343,2019-12-09,2019,4,Q4,12,December,9,2,Monday
344,2019-12-10,2019,4,Q4,12,December,10,3,Tuesday
345,2019-12-11,2019,4,Q4,12,December,11,4,Wednesday
346,2019-12-12,2019,4,Q4,12,December,12,5,Thursday
347,2019-12-13,2019,4,Q4,12,December,13,6,Friday
348,2019-12-14,2019,4,Q4,12,December,14,7,Saturday
349,2019-12-15,2019,4,Q4,12,December,15,1,Sunday
350,2019-12-16,2019,4,Q4,12,December,16,2,Monday
351,2019-12-17,2019,4,Q4,12,December,17,3,Tuesday
352,2019-12-18,2019,4,Q4,12,December,18,4,Wednesday
353,2019-12-19,2019,4,Q4,12,December,19,5,Thursday
354,2019-12-20,2019,4,Q4,12,December,20,6,Friday
355,2019-12-21,2019,4,Q4,12,December,21,7,Saturday
356,2019-12-22,2019,4,Q4,12,December,22,1,Sunday
357,2019-12-23,2019,4,Q4,12,December,23,2,Monday
358,2019-12-24,2019,4,Q4,12,December,24,3,Tuesday
359,2019-12-25,2019,4,Q4,12,December,25,4,Wednesday
360,2019-12-26,2019,4,Q4,12,December,26,5,Thursday
361,2019-12-27,2019,4,Q4,12,December,27,6,Friday
362,2019-12-28,2019,4,Q4,12,December,28,7,Saturday
363,2019-12-29,2019,4,Q4,12,December,29,1,Sunday
364,2019-12-30,2019,4,Q4,12,December,30,2,Monday
365,2019-12-31,2019,1,Q1,12,December,31,3,Tuesday
366,2020-01-01,2020,1,Q1,1,January,1,4,Wednesday
367,2020-01-02,2020,1,Q1,1,January,2,5,Thursday
368,2020-01-03,2020,1,Q1,1,January,3,6,Friday
369,2020-01-04,2020,1,Q1,1,January,4,7,Saturday
370,2020-01-05,2020,1,Q1,1,January,5,1,Sunday
371,2020-01-06,2020,1,Q1,1,January,6,2,Monday
372,2020-01-07,2020,1,Q1,1,January,7,3,Tuesday
373,2020-01-08,2020,1,Q1,1,January,8,4,Wednesday
374,2020-01-09,2020,1,Q1,1,January,9,5,Thursday
375,2020-01-10,2020,1,Q1,1,January,10,6,Friday
376,2020-01-11,2020,1,Q1,1,January,11,7,Saturday
377,2020-01-12,2020,1,Q1,1,January,12,1,Sunday
378,2020-01-13,2020,1,Q1,1,January,13,2,Monday
379,2020-01-14,2020,1,Q1,1,January,14,3,Tuesday
380,2020-01-15,2020,1,Q1,1,January,15,4,Wednesday
381,2020-01-16,2020,1,Q1,1,January,16,5,Thursday
382,2020-01-17,2020,1,Q1,1,January,17,6,Friday
383,2020-01-18,2020,1,Q1,1,January,18,7,Saturday
384,2020-01-19,2020,1,Q1,1,January,19,1,Sunday
385,2020-01-20,2020,1,Q1,1,January,20,2,Monday
386,2020-01-21,2020,1,Q1,1,January,21,3,Tuesday
387,2020-01-22,2020,1,Q1,1,January,22,4,Wednesday
388,2020-01-23,2020,1,Q1,1,January,23,5,Thursday
389,2020-01-24,2020,1,Q1,1,January,24,6,Friday
390,2020-01-25,2020,1,Q1,1,January,25,7,Saturday
391,2020-01-26,2020,1,Q1,1,January,26,1,Sunday
392,2020-01-27,2020,1,Q1,1,January,27,2,Monday
393,2020-01-28,2020,1,Q1,1,January,28,3,Tuesday
394,2020-01-29,2020,1,Q1,1,January,29,4,Wednesday
395,2020-01-30,2020,1,Q1,1,January,30,5,Thursday
396,2020-01-31,2020,1,Q1,1,January,31,6,Friday
397,2020-02-01,2020,1,Q1,2,February,1,7,Saturday
398,2020-02-02,2020,1,Q1,2,February,2,1,Sunday
399,2020-02-03,2020,1,Q1,2,February,3,2,Monday
400,2020-02-04,2020,1,Q1,2,February,4,3,Tuesday
401,2020-02-05,2020,1,Q1,2,February,5,4,Wednesday
402,2020-02-06,2020,1,Q1,2,February,6,5,Thursday
403,2020-02-07,2020,1,Q1,2,February,7,6,Friday
404,2020-02-08,2020,1,Q1,2,February,8,7,Saturday
405,2020-02-09,2020,1,Q1,2,February,9,1,Sunday
406,2020-02-10,2020,1,Q1,2,February,10,2,Monday
407,2020-02-11,2020,1,Q1,2,February,11,3,Tuesday
408,2020-02-12,2020,1,Q1,2,February,12,4,Wednesday
409,2020-02-13,2020,1,Q1,2,February,13,5,Thursday
410,2020-02-14,2020,1,Q1,2,February,14,6,Friday
411,2020-02-15,2020,1,Q1,2,February,15,7,Saturday
412,2020-02-16,2020,1,Q1,2,February,16,1,Sunday
413,2020-02-17,2020,1,Q1,2,February,17,2,Monday
414,2020-02-18,2020,1,Q1,2,February,18,3,Tuesday
415,2020-02-19,2020,1,Q1,2,February,19,4,Wednesday
416,2020-02-20,2020,1,Q1,2,February,20,5,Thursday
417,2020-02-21,2020,1,Q1,2,February,21,6,Friday
418,2020-02-22,2020,1,Q1,2,February,22,7,Saturday
419,2020-02-23,2020,1,Q1,2,February,23,1,Sunday
420,2020-02-24,2020,1,Q1,2,February,24,2,Monday
421,2020-02-25,2020,1,Q1,2,February,25,3,Tuesday
422,2020-02-26,2020,1,Q1,2,February,26,4,Wednesday
423,2020-02-27,2020,1,Q1,2,February,27,5,Thursday
424,2020-02-28,2020,1,Q1,2,February,28,6,Friday
425,2020-02-29,2020,1,Q1,2,February,29,7,Saturday
426,2020-03-01,2020,1,Q1,3,March,1,1,Sunday
427,2020-03-02,2020,1,Q1,3,March,2,2,Monday
428,2020-03-03,2020,1,Q1,3,March,3,3,Tuesday
429,2020-03-04,2020,1,Q1,3,March,4,4,Wednesday
430,2020-03-05,2020,1,Q1,3,March,5,5,Thursday
431,2020-03-06,2020,1,Q1,3,March,6,6,Friday
432,2020-03-07,2020,1,Q1,3,March,7,7,Saturday
433,2020-03-08,2020,1,Q1,3,March,8,1,Sunday
434,2020-03-09,2020,1,Q1,3,March,9,2,Monday
435,2020-03-10,2020,1,Q1,3,March,10,3,Tuesday
436,2020-03-11,2020,1,Q1,3,March,11,4,Wednesday
437,2020-03-12,2020,1,Q1,3,March,12,5,Thursday
438,2020-03-13,2020,1,Q1,3,March,13,6,Friday
439,2020-03-14,2020,1,Q1,3,March,14,7,Saturday
440,2020-03-15,2020,1,Q1,3,March,15,1,Sunday
441,2020-03-16,2020,1,Q1,3,March,16,2,Monday
442,2020-03-17,2020,1,Q1,3,March,17,3,Tuesday
443,2020-03-18,2020,1,Q1,3,March,18,4,Wednesday
444,2020-03-19,2020,1,Q1,3,March,19,5,Thursday
445,2020-03-20,2020,1,Q1,3,March,20,6,Friday
446,2020-03-21,2020,1,Q1,3,March,21,7,Saturday
447,2020-03-22,2020,1,Q1,3,March,22,1,Sunday
448,2020-03-23,2020,1,Q1,3,March,23,2,Monday
