rowid, product_id, customer_id, price, quantity,timestamp
144,8099,31630,4913,1, 2017-11-22 03:54:03
145,6458,13199,1619,4, 2017-11-22 03:54:04
146,7656,55488,4914,2, 2017-11-22 03:54:05
147,7208,84435,1424,3, 2017-11-22 03:54:06
148,7500,32778,2510,5, 2017-11-22 03:54:07
149,8463,69405,4534,5, 2017-11-22 03:54:08
150,6069,29024,360,1, 2017-11-22 03:54:09
151,5932,2141,4604,5, 2017-11-22 03:54:10
152,8066,33197,400,3, 2017-11-22 03:54:11
153,7472,49459,4840,5, 2017-11-22 03:54:12
154,6687,57133,450,2, 2017-11-22 03:54:13
155,7523,64466,4101,2, 2017-11-22 03:54:14
156,7956,70470,4240,2, 2017-11-22 03:54:15
157,7219,11772,243,2, 2017-11-22 03:54:16
158,8660,71715,4416,4, 2017-11-22 03:54:17
159,7968,89501,913,5, 2017-11-22 03:54:18
160,8164,64544,383,4, 2017-11-22 03:54:19
161,5979,27180,498,2, 2017-11-22 03:54:20
162,8537,37288,1618,5, 2017-11-22 03:54:21
163,6343,54735,4999,1, 2017-11-22 03:54:22
164,6821,50030,4364,5, 2017-11-22 03:54:23
165,8444,12610,457,1, 2017-11-22 03:54:24
166,8467,25397,4768,3, 2017-11-22 03:54:25
167,7588,49676,4280,2, 2017-11-22 03:54:26
168,7051,77831,1149,4, 2017-11-22 03:54:27
169,7852,76253,3612,4, 2017-11-22 03:54:28
170,7113,50338,379,3, 2017-11-22 03:54:29
171,8899,9942,1823,2, 2017-11-22 03:54:30
172,7009,51159,1270,4, 2017-11-22 03:54:31
173,8628,1372,1896,5, 2017-11-22 03:54:32
174,8766,15369,1661,3, 2017-11-22 03:54:33
175,6510,33812,168,1, 2017-11-22 03:54:34
176,7712,16601,4859,1, 2017-11-22 03:54:35
177,7598,12634,2283,2, 2017-11-22 03:54:36
178,8136,61097,2242,1, 2017-11-22 03:54:37
179,6312,31940,4729,3, 2017-11-22 03:54:38
180,8002,41742,2593,2, 2017-11-22 03:54:39
181,8133,50234,129,5, 2017-11-22 03:54:40
182,6697,75062,754,1, 2017-11-22 03:54:41
183,7591,32913,1021,2, 2017-11-22 03:54:42
184,6969,80845,4436,2, 2017-11-22 03:54:43
185,7584,19301,190,5, 2017-11-22 03:54:44
186,6436,40583,3024,5, 2017-11-22 03:54:45
187,6948,16968,4924,2, 2017-11-22 03:54:46
188,6722,88608,3003,4, 2017-11-22 03:54:47
189,7030,57923,4790,5, 2017-11-22 03:54:48
190,6531,39558,3060,5, 2017-11-22 03:54:49
191,7430,6229,447,1, 2017-11-22 03:54:50
192,6568,666,3932,1, 2017-11-22 03:54:51
193,6020,11797,3937,3, 2017-11-22 03:54:52
194,6978,79414,2452,2, 2017-11-22 03:54:53
195,8587,19145,4444,5, 2017-11-22 03:54:54
196,7252,40427,116,1, 2017-11-22 03:54:55
197,7393,84270,3708,5, 2017-11-22 03:54:56
198,8665,17942,1945,5, 2017-11-22 03:54:57
199,6524,58211,1240,2, 2017-11-22 03:54:58
200,8099,33518,4913,3, 2017-11-22 03:54:59
201,8414,59396,2706,2, 2017-11-22 03:55:00
202,6046,24709,1978,4, 2017-11-22 03:55:01
203,8004,75614,4178,4, 2017-11-22 03:55:02
204,6902,85459,255,5, 2017-11-22 03:55:03
205,8003,7962,2909,3, 2017-11-22 03:55:04
206,6008,74157,927,5, 2017-11-22 03:55:05
207,8419,10251,3084,3, 2017-11-22 03:55:06
208,7581,70067,2249,3, 2017-11-22 03:55:07
209,7097,5617,2433,2, 2017-11-22 03:55:08
210,6029,22970,4323,1, 2017-11-22 03:55:09
211,6963,36959,3314,4, 2017-11-22 03:55:10
212,8646,72691,1439,3, 2017-11-22 03:55:11
213,5765,44348,2056,5, 2017-11-22 03:55:12
214,6693,43551,3204,4, 2017-11-22 03:55:13
215,7452,22007,4605,5, 2017-11-22 03:55:14
216,7269,36555,4304,4, 2017-11-22 03:55:15
217,7080,3990,2762,2, 2017-11-22 03:55:16
218,7384,84132,3953,3, 2017-11-22 03:55:17
219,6161,10443,4505,3, 2017-11-22 03:55:18
220,7913,34887,148,3, 2017-11-22 03:55:19
221,5964,1176,918,5, 2017-11-22 03:55:20
222,8532,55139,2239,5, 2017-11-22 03:55:21
223,8458,70551,4500,3, 2017-11-22 03:55:22
224,6314,2594,4596,1, 2017-11-22 03:55:23
225,7219,76805,243,4, 2017-11-22 03:55:24
226,8529,54770,4193,4, 2017-11-22 03:55:25
227,8188,6049,2587,1, 2017-11-22 03:55:26
228,6158,982,2319,4, 2017-11-22 03:55:27
229,7117,50670,568,5, 2017-11-22 03:55:28
230,8841,67191,1212,4, 2017-11-22 03:55:29
231,8016,50690,1535,2, 2017-11-22 03:55:30
232,7820,41455,1807,1, 2017-11-22 03:55:31
233,8733,15975,109,3, 2017-11-22 03:55:32
234,5840,75225,1814,2, 2017-11-22 03:55:33
235,8968,3617,3766,3, 2017-11-22 03:55:34
236,6510,72435,168,5, 2017-11-22 03:55:35
237,7464,13248,991,4, 2017-11-22 03:55:36
238,7556,3443,2083,1, 2017-11-22 03:55:37
239,5859,42712,4324,3, 2017-11-22 03:55:38
240,8790,49464,643,2, 2017-11-22 03:55:39
241,7249,32581,1221,5, 2017-11-22 03:55:40
242,8786,60566,4186,4, 2017-11-22 03:55:41
243,7323,79862,1657,1, 2017-11-22 03:55:42
244,6732,30302,4447,5, 2017-11-22 03:55:43
245,7851,28570,1687,1, 2017-11-22 03:55:44
246,6758,75182,2827,3, 2017-11-22 03:55:45
247,8098,68063,1200,4, 2017-11-22 03:55:46
248,7875,21151,3267,3, 2017-11-22 03:55:47
249,8947,28878,1817,2, 2017-11-22 03:55:48
250,7053,4502,563,4, 2017-11-22 03:55:49
251,5799,34108,4624,4, 2017-11-22 03:55:50
252,7237,33307,2151,5, 2017-11-22 03:55:51
253,5957,16471,4663,3, 2017-11-22 03:55:52
254,8750,76485,712,2, 2017-11-22 03:55:53
255,8677,247,252,3, 2017-11-22 03:55:54
256,7841,69401,4545,4, 2017-11-22 03:55:55
257,6665,37102,4821,3, 2017-11-22 03:55:56
258,5758,9175,326,5, 2017-11-22 03:55:57
259,7374,89194,3492,1, 2017-11-22 03:55:58
260,8913,48238,4189,5, 2017-11-22 03:55:59
261,7390,84111,3193,1, 2017-11-22 03:56:00
262,8605,2959,2233,2, 2017-11-22 03:56:01
263,7131,2023,1400,5, 2017-11-22 03:56:02
264,7415,63973,814,2, 2017-11-22 03:56:03
265,6907,34907,3020,4, 2017-11-22 03:56:04
266,6363,70848,3671,3, 2017-11-22 03:56:05
267,5997,39909,2555,1, 2017-11-22 03:56:06
268,8360,66480,1353,3, 2017-11-22 03:56:07
269,8343,15382,1100,5, 2017-11-22 03:56:08
270,8718,28858,1821,4, 2017-11-22 03:56:09
271,6387,82800,3975,2, 2017-11-22 03:56:10
272,8578,75377,2926,3, 2017-11-22 03:56:11
273,6727,50716,4579,2, 2017-11-22 03:56:12
274,7265,81531,579,1, 2017-11-22 03:56:13
275,5670,34560,2504,1, 2017-11-22 03:56:14
276,7206,71284,4486,1, 2017-11-22 03:56:15
277,8988,53867,2606,4, 2017-11-22 03:56:16
278,7990,70827,3360,3, 2017-11-22 03:56:17
279,5623,46497,804,2, 2017-11-22 03:56:18
280,8484,8603,4634,2, 2017-11-22 03:56:19
281,7794,48959,2716,4, 2017-11-22 03:56:20
282,8614,71827,3622,3, 2017-11-22 03:56:21
283,6552,81656,4382,3, 2017-11-22 03:56:22
284,6368,31860,1036,1, 2017-11-22 03:56:23
285,8037,12609,1704,5, 2017-11-22 03:56:24
286,7790,57923,2075,1, 2017-11-22 03:56:25
287,8431,9300,4232,4, 2017-11-22 03:56:26
288,8632,62904,2432,1, 2017-11-22 03:56:27
289,6117,46575,189,5, 2017-11-22 03:56:28
290,8930,55670,4329,2, 2017-11-22 03:56:29
291,6625,32062,4920,4, 2017-11-22 03:56:30
292,8818,26865,1065,5, 2017-11-22 03:56:31
293,6732,6459,4447,2, 2017-11-22 03:56:32
294,8145,64001,4860,1, 2017-11-22 03:56:33
295,6670,72987,3755,3, 2017-11-22 03:56:34
296,6510,64763,168,4, 2017-11-22 03:56:35
297,8570,45546,2957,5, 2017-11-22 03:56:36
298,8810,42692,1377,4, 2017-11-22 03:56:37
299,6922,41511,3487,5, 2017-11-22 03:56:38
300,6475,64674,776,3, 2017-11-22 03:56:39
301,8485,6030,1769,1, 2017-11-22 03:56:40
302,8727,15856,1902,2, 2017-11-22 03:56:41
303,7706,51080,1467,5, 2017-11-22 03:56:42
304,7441,19656,4427,1, 2017-11-22 03:56:43
305,8303,31536,4297,2, 2017-11-22 03:56:44
306,5822,61397,4211,5, 2017-11-22 03:56:45
307,8838,64577,4229,4, 2017-11-22 03:56:46
308,7077,68393,1792,5, 2017-11-22 03:56:47
309,8196,38402,4389,2, 2017-11-22 03:56:48
310,6513,89184,3493,2, 2017-11-22 03:56:49
311,8727,71881,1902,4, 2017-11-22 03:56:50
312,7843,62057,1056,5, 2017-11-22 03:56:51
313,8023,45301,3335,3, 2017-11-22 03:56:52
314,8681,7991,4488,4, 2017-11-22 03:56:53
315,8251,26365,3772,3, 2017-11-22 03:56:54
316,6770,31213,1226,4, 2017-11-22 03:56:55
317,7313,75154,1059,5, 2017-11-22 03:56:56
318,7006,28924,3877,4, 2017-11-22 03:56:57
319,6655,53573,584,3, 2017-11-22 03:56:58
320,7232,44360,3797,1, 2017-11-22 03:56:59
321,8172,10471,1608,3, 2017-11-22 03:57:00
322,7505,2712,3577,3, 2017-11-22 03:57:01
323,5705,30327,2192,5, 2017-11-22 03:57:02
324,5674,84667,1349,2, 2017-11-22 03:57:03
325,6985,11834,2823,3, 2017-11-22 03:57:04
326,6366,72004,765,3, 2017-11-22 03:57:05
327,6306,79957,938,3, 2017-11-22 03:57:06
328,7530,5273,146,5, 2017-11-22 03:57:07
329,8053,26779,4684,3, 2017-11-22 03:57:08
330,8153,12366,215,5, 2017-11-22 03:57:09
331,6832,43665,1703,1, 2017-11-22 03:57:10
332,7967,46017,1354,3, 2017-11-22 03:57:11
333,5973,9344,1216,3, 2017-11-22 03:57:12
334,8404,5419,1610,2, 2017-11-22 03:57:13
335,7097,77398,2433,1, 2017-11-22 03:57:14
336,6008,782,927,1, 2017-11-22 03:57:15
337,6459,47294,4730,2, 2017-11-22 03:57:16
338,7355,65768,125,2, 2017-11-22 03:57:17
339,8768,19248,4420,4, 2017-11-22 03:57:18
340,8479,45339,3018,5, 2017-11-22 03:57:19
341,6698,49608,156,5, 2017-11-22 03:57:20
342,7912,34774,2670,5, 2017-11-22 03:57:21
343,8153,11117,215,2, 2017-11-22 03:57:22
344,6489,15093,3698,5, 2017-11-22 03:57:23
345,6847,55175,1821,4, 2017-11-22 03:57:24
346,8469,25596,4288,1, 2017-11-22 03:57:25
347,7278,61142,3705,1, 2017-11-22 03:57:26
348,8031,38608,1480,2, 2017-11-22 03:57:27
349,7132,70103,4288,5, 2017-11-22 03:57:28
350,8457,999,4154,5, 2017-11-22 03:57:29
351,8604,58850,619,3, 2017-11-22 03:57:30
352,5771,76439,2740,2, 2017-11-22 03:57:31
353,5914,62787,764,4, 2017-11-22 03:57:32
354,7075,27696,279,5, 2017-11-22 03:57:33
355,7097,63374,2433,1, 2017-11-22 03:57:34
356,5903,26121,1890,3, 2017-11-22 03:57:35
357,8674,35504,4642,3, 2017-11-22 03:57:36
358,8700,40177,724,4, 2017-11-22 03:57:37
359,7014,25205,1039,3, 2017-11-22 03:57:38
360,7125,12022,3670,2, 2017-11-22 03:57:39
361,7603,25672,2512,4, 2017-11-22 03:57:40
362,7628,62551,3360,3, 2017-11-22 03:57:41
363,7863,31911,2609,3, 2017-11-22 03:57:42
364,7115,67838,3987,4, 2017-11-22 03:57:43
365,7678,31679,3075,5, 2017-11-22 03:57:44
366,8169,36873,2968,3, 2017-11-22 03:57:45
367,6261,55721,1936,3, 2017-11-22 03:57:46
368,7263,12354,1773,4, 2017-11-22 03:57:47
369,8586,7931,2690,4, 2017-11-22 03:57:48
370,6732,53403,4447,1, 2017-11-22 03:57:49
371,8818,48257,1065,1, 2017-11-22 03:57:50
372,5997,69694,2555,2, 2017-11-22 03:57:51
373,8043,28091,4037,3, 2017-11-22 03:57:52
374,6747,51749,4242,5, 2017-11-22 03:57:53
375,8838,10390,4229,5, 2017-11-22 03:57:54
376,5908,28586,4693,4, 2017-11-22 03:57:55
377,7740,39717,736,3, 2017-11-22 03:57:56
378,7955,2084,3139,3, 2017-11-22 03:57:57
379,6008,20675,927,3, 2017-11-22 03:57:58
380,7934,53883,378,5, 2017-11-22 03:57:59
381,8716,30203,1163,2, 2017-11-22 03:58:00
382,6331,60093,160,1, 2017-11-22 03:58:01
383,8795,34945,3703,2, 2017-11-22 03:58:02
384,7145,25980,2985,1, 2017-11-22 03:58:03
385,6662,66039,2585,4, 2017-11-22 03:58:04
386,8653,50873,3095,1, 2017-11-22 03:58:05
387,8144,32510,3799,4, 2017-11-22 03:58:06
388,8266,44300,4421,4, 2017-11-22 03:58:07
389,5945,63853,3378,3, 2017-11-22 03:58:08
390,8873,51786,1326,3, 2017-11-22 03:58:09
391,8150,10343,3149,1, 2017-11-22 03:58:10
392,5980,54076,3621,2, 2017-11-22 03:58:11
393,8380,19554,2055,5, 2017-11-22 03:58:12
394,6975,87221,1065,1, 2017-11-22 03:58:13
395,8868,56619,1141,2, 2017-11-22 03:58:14
396,5771,41090,2740,1, 2017-11-22 03:58:15
397,8786,49485,4186,2, 2017-11-22 03:58:16
398,8603,89118,3823,5, 2017-11-22 03:58:17
399,5964,67115,918,4, 2017-11-22 03:58:18
400,6190,54548,4727,1, 2017-11-22 03:58:19
401,6461,86930,1719,4, 2017-11-22 03:58:20
402,7875,39321,3267,5, 2017-11-22 03:58:21
403,6173,221,308,2, 2017-11-22 03:58:22
404,7527,5676,647,1, 2017-11-22 03:58:23
405,8256,25908,3498,3, 2017-11-22 03:58:24
406,6599,40017,4910,5, 2017-11-22 03:58:25
407,8617,49748,2518,1, 2017-11-22 03:58:26
408,8122,79987,3812,2, 2017-11-22 03:58:27
409,7105,53915,3693,2, 2017-11-22 03:58:28
410,5618,45331,1932,5, 2017-11-22 03:58:29
411,5935,40690,959,1, 2017-11-22 03:58:30
412,5911,7612,835,1, 2017-11-22 03:58:31
413,6666,49503,1341,3, 2017-11-22 03:58:32
414,8680,51501,1568,4, 2017-11-22 03:58:33
415,5758,78170,326,1, 2017-11-22 03:58:34
416,5649,54013,799,5, 2017-11-22 03:58:35
417,6745,48205,3517,3, 2017-11-22 03:58:36
418,6731,69384,906,1, 2017-11-22 03:58:37
419,6474,40760,1827,4, 2017-11-22 03:58:38
420,6559,27595,283,2, 2017-11-22 03:58:39
421,7757,75365,3076,5, 2017-11-22 03:58:40
422,7155,59540,1666,3, 2017-11-22 03:58:41
423,8966,52060,1730,3, 2017-11-22 03:58:42
424,8055,58309,4194,1, 2017-11-22 03:58:43
425,6023,25935,1448,1, 2017-11-22 03:58:44
426,6788,68123,792,2, 2017-11-22 03:58:45
427,8302,52493,880,2, 2017-11-22 03:58:46
428,6090,59869,3673,4, 2017-11-22 03:58:47
429,8001,7907,4125,2, 2017-11-22 03:58:48
430,5966,57858,4998,1, 2017-11-22 03:58:49
431,7832,62549,2278,1, 2017-11-22 03:58:50
432,8947,12637,1817,5, 2017-11-22 03:58:51
433,8293,20255,1146,4, 2017-11-22 03:58:52
434,8651,4215,3936,3, 2017-11-22 03:58:53
435,5916,34514,1412,5, 2017-11-22 03:58:54
436,6501,8423,3095,1, 2017-11-22 03:58:55
437,8618,11104,3710,1, 2017-11-22 03:58:56
438,7617,81757,3834,4, 2017-11-22 03:58:57
439,7325,34751,2637,5, 2017-11-22 03:58:58
440,6782,7521,2732,3, 2017-11-22 03:58:59
441,8961,26905,3819,1, 2017-11-22 03:59:00
442,5903,52861,1890,4, 2017-11-22 03:59:01
443,7413,61449,2466,3, 2017-11-22 03:59:02
444,6687,84546,450,4, 2017-11-22 03:59:03
445,7198,86484,373,5, 2017-11-22 03:59:04
446,5627,9163,3438,3, 2017-11-22 03:59:05
447,6098,35968,3487,2, 2017-11-22 03:59:06
448,7579,78813,1122,4, 2017-11-22 03:59:07
449,7502,73515,3128,3, 2017-11-22 03:59:08
450,5758,3466,326,1, 2017-11-22 03:59:09
451,5772,1684,3406,1, 2017-11-22 03:59:10
452,7882,17256,1264,5, 2017-11-22 03:59:11
453,6823,9322,2489,2, 2017-11-22 03:59:12
454,5945,81126,3378,3, 2017-11-22 03:59:13
455,8615,77135,1349,2, 2017-11-22 03:59:14
456,7389,14979,3255,2, 2017-11-22 03:59:15
457,7174,3595,3718,4, 2017-11-22 03:59:16
458,8324,39662,336,1, 2017-11-22 03:59:17
459,7577,17786,631,5, 2017-11-22 03:59:18
460,5985,71,2417,4, 2017-11-22 03:59:19
461,7208,12866,1424,4, 2017-11-22 03:59:20
462,7333,8783,1022,2, 2017-11-22 03:59:21
463,8442,32011,700,2, 2017-11-22 03:59:22
464,6053,52915,3942,1, 2017-11-22 03:59:23
465,6266,73834,3523,3, 2017-11-22 03:59:24
466,6314,43950,4596,2, 2017-11-22 03:59:25
467,8207,71945,4664,4, 2017-11-22 03:59:26
468,8225,36103,209,1, 2017-11-22 03:59:27
469,8582,76975,4279,3, 2017-11-22 03:59:28
470,8052,62903,685,1, 2017-11-22 03:59:29
471,7348,10685,3009,5, 2017-11-22 03:59:30
472,7812,82757,448,4, 2017-11-22 03:59:31
473,8804,80187,3272,3, 2017-11-22 03:59:32
474,7696,2162,2753,3, 2017-11-22 03:59:33
475,7667,37089,4349,5, 2017-11-22 03:59:34
476,5835,20155,1502,3, 2017-11-22 03:59:35
477,7208,59925,1424,4, 2017-11-22 03:59:36
478,8404,55008,1610,3, 2017-11-22 03:59:37
479,8176,76438,2563,5, 2017-11-22 03:59:38
480,7261,5872,1071,2, 2017-11-22 03:59:39
481,6461,59740,1719,2, 2017-11-22 03:59:40
482,5781,19910,3462,1, 2017-11-22 03:59:41
483,8697,88116,4743,5, 2017-11-22 03:59:42
484,6643,75749,4172,5, 2017-11-22 03:59:43
485,6415,24026,4572,3, 2017-11-22 03:59:44
486,8136,44377,2242,5, 2017-11-22 03:59:45
487,5773,23699,854,5, 2017-11-22 03:59:46
488,7118,12879,4452,2, 2017-11-22 03:59:47
489,7572,23093,1786,5, 2017-11-22 03:59:48
490,7426,30068,2969,2, 2017-11-22 03:59:49
491,7949,25094,4503,1, 2017-11-22 03:59:50
492,8914,21361,3386,2, 2017-11-22 03:59:51
493,6051,83295,451,5, 2017-11-22 03:59:52
494,7009,41192,1270,1, 2017-11-22 03:59:53
495,6204,32796,3510,2, 2017-11-22 03:59:54
496,7631,59182,4325,2, 2017-11-22 03:59:55
497,6703,63644,4189,1, 2017-11-22 03:59:56
498,6502,316,146,4, 2017-11-22 03:59:57
499,7142,78221,2764,1, 2017-11-22 03:59:58
500,7458,70448,840,3, 2017-11-22 03:59:59
501,7516,87082,1539,2, 2017-11-22 04:00:00
502,8715,23120,1826,4, 2017-11-22 04:00:01
503,7937,83093,2340,4, 2017-11-22 04:00:02
504,7014,83476,1039,3, 2017-11-22 04:00:03
505,5876,82139,4832,3, 2017-11-22 04:00:04
506,8569,48205,1309,5, 2017-11-22 04:00:05
507,5917,80022,4425,3, 2017-11-22 04:00:06
508,7937,65839,2340,3, 2017-11-22 04:00:07
509,7552,33735,590,4, 2017-11-22 04:00:08
510,6319,63717,3218,5, 2017-11-22 04:00:09
511,7240,73458,2832,5, 2017-11-22 04:00:10
512,7568,83025,2913,4, 2017-11-22 04:00:11
513,6518,38454,3017,1, 2017-11-22 04:00:12
514,6134,42112,4800,2, 2017-11-22 04:00:13
515,8506,6190,4625,2, 2017-11-22 04:00:14
516,5720,10949,3841,1, 2017-11-22 04:00:15
517,6733,15873,1643,5, 2017-11-22 04:00:16
518,7061,11868,3421,2, 2017-11-22 04:00:17
519,5731,46507,723,2, 2017-11-22 04:00:18
520,7826,17400,3200,1, 2017-11-22 04:00:19
521,8686,75490,650,2, 2017-11-22 04:00:20
522,5968,46539,4375,3, 2017-11-22 04:00:21
523,8955,3442,1486,3, 2017-11-22 04:00:22
524,6137,70443,4523,3, 2017-11-22 04:00:23
525,6882,87506,1947,3, 2017-11-22 04:00:24
526,8841,63711,1212,2, 2017-11-22 04:00:25
527,7002,39702,2995,5, 2017-11-22 04:00:26
528,6514,18054,3396,2, 2017-11-22 04:00:27
529,7506,56839,3589,5, 2017-11-22 04:00:28
530,7512,12350,4871,2, 2017-11-22 04:00:29
531,7098,5528,1177,2, 2017-11-22 04:00:30
532,7682,4086,4197,5, 2017-11-22 04:00:31
533,7621,42875,1880,2, 2017-11-22 04:00:32
534,8217,43696,3270,1, 2017-11-22 04:00:33
535,6488,86279,285,3, 2017-11-22 04:00:34
536,7860,43364,1771,1, 2017-11-22 04:00:35
537,7326,70479,845,5, 2017-11-22 04:00:36
538,7614,40590,3465,5, 2017-11-22 04:00:37
539,8476,63232,3712,5, 2017-11-22 04:00:38
540,7158,49025,1549,5, 2017-11-22 04:00:39
541,8291,37123,3735,5, 2017-11-22 04:00:40
542,7188,61510,957,2, 2017-11-22 04:00:41
543,7607,33325,489,4, 2017-11-22 04:00:42
544,6829,32351,4279,2, 2017-11-22 04:00:43
545,7617,36585,3834,1, 2017-11-22 04:00:44
546,7874,37459,1484,3, 2017-11-22 04:00:45
547,7045,62129,2157,5, 2017-11-22 04:00:46
548,5902,35059,2830,2, 2017-11-22 04:00:47
549,6465,60454,3789,4, 2017-11-22 04:00:48
550,7841,18261,4545,5, 2017-11-22 04:00:49
551,6540,79273,2847,1, 2017-11-22 04:00:50
552,8620,79098,1772,5, 2017-11-22 04:00:51
553,8830,65528,1702,5, 2017-11-22 04:00:52
554,8251,86648,3772,5, 2017-11-22 04:00:53
555,6936,60460,4866,5, 2017-11-22 04:00:54
556,7520,25461,3564,4, 2017-11-22 04:00:55
557,8372,57496,1881,3, 2017-11-22 04:00:56
558,8322,22760,4731,5, 2017-11-22 04:00:57
559,8744,3139,2882,2, 2017-11-22 04:00:58
560,7400,30035,2158,4, 2017-11-22 04:00:59
561,7349,82551,3104,2, 2017-11-22 04:01:00
562,7895,33125,902,1, 2017-11-22 04:01:01
563,8700,40655,724,2, 2017-11-22 04:01:02
564,7054,34444,2220,5, 2017-11-22 04:01:03
565,5728,60081,4686,1, 2017-11-22 04:01:04
566,8356,41491,4588,4, 2017-11-22 04:01:05
567,7435,572,4159,4, 2017-11-22 04:01:06
568,8464,8360,4516,5, 2017-11-22 04:01:07
569,5911,26620,835,4, 2017-11-22 04:01:08
570,6428,26703,2240,4, 2017-11-22 04:01:09
571,7145,61494,2985,5, 2017-11-22 04:01:10
572,6910,23853,2434,5, 2017-11-22 04:01:11
573,6418,25205,3219,2, 2017-11-22 04:01:12
574,7013,78328,3384,1, 2017-11-22 04:01:13
575,8187,26499,4053,3, 2017-11-22 04:01:14
576,7190,52582,2389,3, 2017-11-22 04:01:15
577,8916,41956,479,5, 2017-11-22 04:01:16
578,7852,29561,3612,1, 2017-11-22 04:01:17
579,7596,28430,4210,1, 2017-11-22 04:01:18
580,7006,7110,3877,2, 2017-11-22 04:01:19
581,6326,25824,4904,1, 2017-11-22 04:01:20
582,8860,32379,211,3, 2017-11-22 04:01:21
583,7152,16323,344,5, 2017-11-22 04:01:22
584,8538,40456,1747,5, 2017-11-22 04:01:23
585,5703,84826,2717,1, 2017-11-22 04:01:24
586,8262,16048,641,4, 2017-11-22 04:01:25
587,8528,30451,3460,2, 2017-11-22 04:01:26
588,6323,63126,2511,2, 2017-11-22 04:01:27
589,6387,63793,3975,2, 2017-11-22 04:01:28
590,6948,78285,4924,4, 2017-11-22 04:01:29
591,6174,76600,3641,3, 2017-11-22 04:01:30
592,6607,54740,4733,1, 2017-11-22 04:01:31
593,7145,9976,2985,4, 2017-11-22 04:01:32
594,7739,15306,2531,1, 2017-11-22 04:01:33
595,7680,76472,2721,2, 2017-11-22 04:01:34
596,7525,29802,1667,5, 2017-11-22 04:01:35
597,7556,5046,2083,3, 2017-11-22 04:01:36
598,6418,88173,3219,4, 2017-11-22 04:01:37
599,5798,27946,1200,2, 2017-11-22 04:01:38
600,5925,80160,1170,1, 2017-11-22 04:01:39
601,5908,43671,4693,5, 2017-11-22 04:01:40
602,7603,69009,2512,4, 2017-11-22 04:01:41
603,8236,8078,2008,4, 2017-11-22 04:01:42
604,7882,83229,1264,2, 2017-11-22 04:01:43
605,6208,45005,2135,2, 2017-11-22 04:01:44
606,7854,7614,2459,1, 2017-11-22 04:01:45
607,6591,28921,3421,3, 2017-11-22 04:01:46
608,8578,81702,2926,2, 2017-11-22 04:01:47
609,8402,86432,3462,3, 2017-11-22 04:01:48
610,8398,9591,2888,5, 2017-11-22 04:01:49
611,8366,12267,2429,5, 2017-11-22 04:01:50
612,7564,31707,1273,3, 2017-11-22 04:01:51
613,8094,3910,1270,4, 2017-11-22 04:01:52
614,6392,38337,3673,1, 2017-11-22 04:01:53
615,7344,67240,2263,1, 2017-11-22 04:01:54
616,8254,85958,3109,1, 2017-11-22 04:01:55
617,8639,44199,2237,1, 2017-11-22 04:01:56
618,8331,68798,522,5, 2017-11-22 04:01:57
619,8612,62943,2929,3, 2017-11-22 04:01:58
620,7209,9599,1474,4, 2017-11-22 04:01:59
621,7680,25515,2721,2, 2017-11-22 04:02:00
622,8074,18319,4456,1, 2017-11-22 04:02:01
623,7318,12660,2399,5, 2017-11-22 04:02:02
