day,month,quarter,year,category,item,price
1,1,1,2020,Electronics,Mobile,516
1,1,1,2020,Music,Pop,15
1,1,1,2020,Music,Pop,13
1,1,1,2020,Ebooks,Self Help,25
1,1,1,2020,Ebooks,Fiction,9
1,1,1,2020,Electronics,Tablet,752
1,1,1,2020,Ebooks,Self Help,30
1,1,1,2020,Electronics,Mobile,576
1,1,1,2020,Ebooks,Fiction,24
1,1,1,2020,Electronics,Mobile,782
1,1,1,2020,Ebooks,Technical,28
1,1,1,2020,Music,Classical,12
1,1,1,2020,Music,Classical,13
1,1,1,2020,Ebooks,Technical,45
1,1,1,2020,Ebooks,Self Help,43
1,1,1,2020,Electronics,Tablet,868
1,1,1,2020,Electronics,Mobile,1413
1,1,1,2020,Ebooks,Fiction,17
1,1,1,2020,Music,Pop,11
1,1,1,2020,Music,Pop,11
1,1,1,2020,Electronics,Tablet,1314
1,1,1,2020,Ebooks,Self Help,31
1,1,1,2020,Music,Pop,12
1,1,1,2020,Ebooks,Self Help,21
1,1,1,2020,Electronics,Tablet,1346
1,1,1,2020,Ebooks,Technical,11
1,1,1,2020,Ebooks,Self Help,17
1,1,1,2020,Ebooks,Technical,14
1,1,1,2020,Ebooks,Self Help,25
1,1,1,2020,Electronics,Mobile,692
1,1,1,2020,Ebooks,Technical,34
1,1,1,2020,Electronics,Mobile,1438
1,1,1,2020,Ebooks,Technical,15
1,1,1,2020,Electronics,Tablet,840
1,1,1,2020,Ebooks,Fiction,36
1,1,1,2020,Ebooks,Self Help,39
1,1,1,2020,Ebooks,Fiction,22
1,1,1,2020,Ebooks,Fiction,19
1,1,1,2020,Music,Pop,9
1,1,1,2020,Ebooks,Fiction,37
1,1,1,2020,Electronics,Mobile,963
1,1,1,2020,Electronics,Tablet,1377
1,1,1,2020,Electronics,Mobile,851
1,1,1,2020,Ebooks,Technical,32
1,1,1,2020,Music,Classical,9
1,1,1,2020,Ebooks,Fiction,32
1,1,1,2020,Ebooks,Fiction,34
1,1,1,2020,Electronics,Tablet,685
1,1,1,2020,Music,Classical,11
1,1,1,2020,Ebooks,Fiction,29
1,1,1,2020,Electronics,Mobile,1259
1,1,1,2020,Electronics,Laptop,868
1,1,1,2020,Electronics,Tablet,1465
1,1,1,2020,Music,Classical,15
1,1,1,2020,Electronics,Mobile,1265
1,1,1,2020,Music,Pop,11
1,1,1,2020,Music,Classical,13
1,1,1,2020,Electronics,Laptop,1033
1,1,1,2020,Electronics,Laptop,525
1,1,1,2020,Electronics,Mobile,1059
1,1,1,2020,Ebooks,Fiction,12
1,1,1,2020,Ebooks,Fiction,31
1,1,1,2020,Music,Pop,11
1,1,1,2020,Ebooks,Technical,12
1,1,1,2020,Ebooks,Self Help,12
1,1,1,2020,Ebooks,Self Help,8
1,1,1,2020,Electronics,Mobile,1371
1,1,1,2020,Music,Pop,10
1,1,1,2020,Electronics,Tablet,1206
1,1,1,2020,Electronics,Laptop,1107
1,1,1,2020,Ebooks,Technical,37
1,1,1,2020,Ebooks,Technical,36
1,1,1,2020,Music,Classical,12
1,1,1,2020,Ebooks,Self Help,13
1,1,1,2020,Music,Pop,11
1,1,1,2020,Electronics,Mobile,804
1,1,1,2020,Ebooks,Fiction,42
1,1,1,2020,Electronics,Mobile,830
1,1,1,2020,Electronics,Laptop,678
1,1,1,2020,Electronics,Mobile,970
1,1,1,2020,Music,Pop,14
1,1,1,2020,Ebooks,Technical,31
1,1,1,2020,Music,Classical,9
1,1,1,2020,Electronics,Tablet,1344
2,1,1,2020,Music,Classical,11
2,1,1,2020,Electronics,Mobile,1486
2,1,1,2020,Ebooks,Technical,7
2,1,1,2020,Music,Pop,13
2,1,1,2020,Music,Classical,12
2,1,1,2020,Ebooks,Fiction,15
2,1,1,2020,Electronics,Mobile,750
2,1,1,2020,Ebooks,Technical,27
2,1,1,2020,Ebooks,Fiction,31
2,1,1,2020,Music,Pop,9
2,1,1,2020,Ebooks,Technical,23
2,1,1,2020,Ebooks,Technical,40
2,1,1,2020,Music,Pop,14
2,1,1,2020,Music,Classical,13
2,1,1,2020,Electronics,Laptop,1210
2,1,1,2020,Music,Pop,14
2,1,1,2020,Electronics,Laptop,811
2,1,1,2020,Ebooks,Technical,38
2,1,1,2020,Music,Classical,15
2,1,1,2020,Electronics,Mobile,658
2,1,1,2020,Music,Pop,14
2,1,1,2020,Electronics,Tablet,861
2,1,1,2020,Electronics,Tablet,808
2,1,1,2020,Ebooks,Technical,17
2,1,1,2020,Ebooks,Fiction,21
2,1,1,2020,Music,Classical,10
2,1,1,2020,Electronics,Mobile,876
2,1,1,2020,Music,Classical,14
2,1,1,2020,Ebooks,Fiction,33
2,1,1,2020,Music,Classical,15
2,1,1,2020,Ebooks,Technical,8
2,1,1,2020,Music,Pop,15
2,1,1,2020,Electronics,Laptop,968
2,1,1,2020,Music,Pop,12
2,1,1,2020,Electronics,Mobile,976
2,1,1,2020,Electronics,Laptop,1336
2,1,1,2020,Ebooks,Fiction,40
2,1,1,2020,Electronics,Laptop,1041
2,1,1,2020,Ebooks,Fiction,31
2,1,1,2020,Music,Pop,12
2,1,1,2020,Music,Classical,15
2,1,1,2020,Ebooks,Self Help,28
2,1,1,2020,Music,Classical,14
2,1,1,2020,Ebooks,Self Help,38
2,1,1,2020,Electronics,Mobile,954
2,1,1,2020,Electronics,Laptop,591
2,1,1,2020,Electronics,Laptop,626
2,1,1,2020,Music,Pop,13
2,1,1,2020,Music,Pop,12
2,1,1,2020,Electronics,Laptop,845
2,1,1,2020,Ebooks,Technical,17
2,1,1,2020,Electronics,Laptop,781
2,1,1,2020,Electronics,Laptop,848
2,1,1,2020,Music,Classical,9
2,1,1,2020,Ebooks,Fiction,16
2,1,1,2020,Music,Classical,13
2,1,1,2020,Ebooks,Self Help,30
2,1,1,2020,Ebooks,Fiction,14
2,1,1,2020,Electronics,Laptop,920
2,1,1,2020,Ebooks,Fiction,10
2,1,1,2020,Music,Classical,12
2,1,1,2020,Ebooks,Technical,28
2,1,1,2020,Electronics,Tablet,554
2,1,1,2020,Electronics,Tablet,526
2,1,1,2020,Electronics,Tablet,505
2,1,1,2020,Ebooks,Fiction,9
2,1,1,2020,Electronics,Mobile,906
2,1,1,2020,Electronics,Mobile,1495
2,1,1,2020,Ebooks,Fiction,32
2,1,1,2020,Music,Pop,14
2,1,1,2020,Music,Pop,15
2,1,1,2020,Music,Pop,12
2,1,1,2020,Electronics,Laptop,679
2,1,1,2020,Electronics,Tablet,1468
2,1,1,2020,Music,Pop,15
2,1,1,2020,Ebooks,Fiction,24
2,1,1,2020,Ebooks,Fiction,35
2,1,1,2020,Ebooks,Self Help,15
2,1,1,2020,Electronics,Mobile,777
2,1,1,2020,Music,Pop,14
2,1,1,2020,Ebooks,Self Help,26
2,1,1,2020,Electronics,Mobile,1415
2,1,1,2020,Ebooks,Technical,37
2,1,1,2020,Music,Pop,15
2,1,1,2020,Ebooks,Technical,37
2,1,1,2020,Music,Pop,10
2,1,1,2020,Electronics,Mobile,817
2,1,1,2020,Ebooks,Self Help,31
2,1,1,2020,Ebooks,Self Help,11
2,1,1,2020,Ebooks,Self Help,24
2,1,1,2020,Music,Classical,12
2,1,1,2020,Electronics,Laptop,1480
2,1,1,2020,Ebooks,Fiction,27
2,1,1,2020,Electronics,Tablet,1468
2,1,1,2020,Electronics,Laptop,1394
2,1,1,2020,Electronics,Laptop,1142
2,1,1,2020,Music,Classical,12
2,1,1,2020,Music,Classical,9
2,1,1,2020,Electronics,Tablet,1008
2,1,1,2020,Ebooks,Fiction,12
2,1,1,2020,Music,Classical,9
2,1,1,2020,Ebooks,Self Help,24
2,1,1,2020,Ebooks,Fiction,13
2,1,1,2020,Electronics,Mobile,1176
2,1,1,2020,Ebooks,Technical,24
2,1,1,2020,Electronics,Mobile,1227
2,1,1,2020,Electronics,Mobile,1182
2,1,1,2020,Music,Classical,15
2,1,1,2020,Music,Pop,14
2,1,1,2020,Ebooks,Technical,37
2,1,1,2020,Electronics,Tablet,603
2,1,1,2020,Electronics,Tablet,953
2,1,1,2020,Electronics,Tablet,1284
2,1,1,2020,Ebooks,Fiction,22
2,1,1,2020,Ebooks,Technical,42
2,1,1,2020,Music,Classical,12
2,1,1,2020,Electronics,Laptop,735
2,1,1,2020,Music,Classical,12
2,1,1,2020,Music,Pop,11
2,1,1,2020,Music,Classical,15
2,1,1,2020,Ebooks,Technical,13
2,1,1,2020,Music,Classical,15
2,1,1,2020,Music,Pop,10
2,1,1,2020,Ebooks,Fiction,36
2,1,1,2020,Music,Pop,13
2,1,1,2020,Electronics,Laptop,1093
2,1,1,2020,Music,Classical,12
2,1,1,2020,Music,Classical,12
2,1,1,2020,Ebooks,Technical,44
2,1,1,2020,Ebooks,Technical,12
2,1,1,2020,Electronics,Laptop,1153
2,1,1,2020,Music,Pop,10
2,1,1,2020,Ebooks,Fiction,26
2,1,1,2020,Electronics,Laptop,1115
2,1,1,2020,Electronics,Tablet,1113
2,1,1,2020,Ebooks,Fiction,40
2,1,1,2020,Music,Pop,12
2,1,1,2020,Ebooks,Technical,11
2,1,1,2020,Ebooks,Self Help,17
2,1,1,2020,Music,Classical,12
2,1,1,2020,Ebooks,Fiction,44
2,1,1,2020,Ebooks,Technical,15
2,1,1,2020,Electronics,Laptop,1429
2,1,1,2020,Music,Pop,13
2,1,1,2020,Ebooks,Self Help,42
2,1,1,2020,Electronics,Mobile,669
2,1,1,2020,Ebooks,Fiction,44
2,1,1,2020,Music,Classical,12
2,1,1,2020,Ebooks,Fiction,35
2,1,1,2020,Electronics,Mobile,1258
2,1,1,2020,Electronics,Mobile,1141
2,1,1,2020,Electronics,Tablet,1145
2,1,1,2020,Music,Pop,15
2,1,1,2020,Ebooks,Technical,35
2,1,1,2020,Ebooks,Self Help,45
2,1,1,2020,Electronics,Mobile,814
2,1,1,2020,Ebooks,Technical,18
2,1,1,2020,Electronics,Laptop,784
2,1,1,2020,Ebooks,Technical,40
2,1,1,2020,Ebooks,Self Help,7
2,1,1,2020,Electronics,Tablet,1098
2,1,1,2020,Music,Classical,15
2,1,1,2020,Music,Pop,15
2,1,1,2020,Music,Pop,15
2,1,1,2020,Music,Pop,11
2,1,1,2020,Music,Pop,14
2,1,1,2020,Ebooks,Self Help,17
2,1,1,2020,Electronics,Tablet,818
2,1,1,2020,Music,Pop,13
2,1,1,2020,Music,Pop,12
2,1,1,2020,Music,Classical,13
2,1,1,2020,Ebooks,Technical,34
2,1,1,2020,Electronics,Tablet,500
2,1,1,2020,Ebooks,Fiction,24
2,1,1,2020,Electronics,Mobile,874
2,1,1,2020,Ebooks,Fiction,22
2,1,1,2020,Electronics,Mobile,1269
2,1,1,2020,Ebooks,Self Help,25
2,1,1,2020,Music,Classical,15
3,1,1,2020,Music,Classical,15
3,1,1,2020,Electronics,Tablet,586
3,1,1,2020,Electronics,Laptop,705
3,1,1,2020,Ebooks,Technical,37
3,1,1,2020,Music,Pop,15
3,1,1,2020,Ebooks,Self Help,22
3,1,1,2020,Music,Classical,11
3,1,1,2020,Electronics,Mobile,1357
3,1,1,2020,Music,Pop,11
3,1,1,2020,Electronics,Tablet,1269
3,1,1,2020,Electronics,Laptop,532
3,1,1,2020,Ebooks,Self Help,44
3,1,1,2020,Electronics,Laptop,994
3,1,1,2020,Electronics,Tablet,1477
3,1,1,2020,Ebooks,Fiction,8
3,1,1,2020,Ebooks,Self Help,40
3,1,1,2020,Music,Pop,13
3,1,1,2020,Electronics,Tablet,713
3,1,1,2020,Electronics,Laptop,598
3,1,1,2020,Electronics,Laptop,1197
3,1,1,2020,Ebooks,Self Help,11
3,1,1,2020,Music,Classical,15
3,1,1,2020,Ebooks,Fiction,14
3,1,1,2020,Electronics,Mobile,1405
3,1,1,2020,Music,Pop,9
3,1,1,2020,Ebooks,Fiction,30
3,1,1,2020,Ebooks,Self Help,17
3,1,1,2020,Electronics,Mobile,606
3,1,1,2020,Music,Classical,13
3,1,1,2020,Music,Classical,12
3,1,1,2020,Ebooks,Self Help,7
3,1,1,2020,Ebooks,Fiction,12
3,1,1,2020,Electronics,Laptop,576
3,1,1,2020,Music,Pop,10
3,1,1,2020,Electronics,Laptop,1372
3,1,1,2020,Ebooks,Self Help,28
3,1,1,2020,Music,Classical,12
3,1,1,2020,Electronics,Mobile,919
3,1,1,2020,Music,Classical,10
3,1,1,2020,Ebooks,Self Help,27
3,1,1,2020,Electronics,Laptop,845
3,1,1,2020,Electronics,Mobile,1073
3,1,1,2020,Ebooks,Technical,40
3,1,1,2020,Ebooks,Technical,45
3,1,1,2020,Music,Pop,15
3,1,1,2020,Ebooks,Technical,30
3,1,1,2020,Ebooks,Technical,32
3,1,1,2020,Music,Classical,10
3,1,1,2020,Ebooks,Self Help,30
3,1,1,2020,Electronics,Tablet,994
3,1,1,2020,Electronics,Tablet,868
3,1,1,2020,Ebooks,Technical,32
3,1,1,2020,Electronics,Laptop,540
3,1,1,2020,Music,Classical,12
3,1,1,2020,Electronics,Tablet,621
3,1,1,2020,Electronics,Mobile,1285
3,1,1,2020,Ebooks,Self Help,18
3,1,1,2020,Music,Classical,12
3,1,1,2020,Ebooks,Technical,11
3,1,1,2020,Electronics,Mobile,956
3,1,1,2020,Electronics,Mobile,1390
3,1,1,2020,Electronics,Tablet,1117
3,1,1,2020,Electronics,Mobile,597
3,1,1,2020,Music,Classical,10
3,1,1,2020,Ebooks,Fiction,13
3,1,1,2020,Ebooks,Self Help,28
3,1,1,2020,Ebooks,Self Help,7
3,1,1,2020,Electronics,Mobile,655
3,1,1,2020,Music,Pop,11
3,1,1,2020,Music,Pop,12
3,1,1,2020,Ebooks,Technical,10
3,1,1,2020,Electronics,Mobile,967
3,1,1,2020,Music,Classical,9
3,1,1,2020,Electronics,Tablet,809
3,1,1,2020,Ebooks,Self Help,10
3,1,1,2020,Ebooks,Technical,15
3,1,1,2020,Music,Pop,10
3,1,1,2020,Music,Classical,11
3,1,1,2020,Ebooks,Technical,12
3,1,1,2020,Electronics,Tablet,1204
3,1,1,2020,Electronics,Mobile,1121
3,1,1,2020,Music,Pop,13
3,1,1,2020,Music,Pop,11
3,1,1,2020,Ebooks,Self Help,25
3,1,1,2020,Electronics,Mobile,991
3,1,1,2020,Music,Pop,12
3,1,1,2020,Ebooks,Technical,14
3,1,1,2020,Music,Pop,10
3,1,1,2020,Ebooks,Technical,17
3,1,1,2020,Ebooks,Technical,10
3,1,1,2020,Electronics,Tablet,857
3,1,1,2020,Electronics,Tablet,535
3,1,1,2020,Electronics,Laptop,1183
3,1,1,2020,Electronics,Tablet,1090
3,1,1,2020,Electronics,Laptop,1258
3,1,1,2020,Electronics,Tablet,1200
3,1,1,2020,Music,Pop,14
3,1,1,2020,Ebooks,Fiction,11
3,1,1,2020,Music,Classical,9
3,1,1,2020,Electronics,Tablet,957
3,1,1,2020,Music,Classical,11
3,1,1,2020,Ebooks,Self Help,22
3,1,1,2020,Electronics,Tablet,1359
3,1,1,2020,Electronics,Laptop,921
3,1,1,2020,Ebooks,Self Help,40
3,1,1,2020,Electronics,Mobile,932
3,1,1,2020,Ebooks,Fiction,36
3,1,1,2020,Music,Classical,9
3,1,1,2020,Electronics,Mobile,1330
3,1,1,2020,Electronics,Laptop,608
3,1,1,2020,Ebooks,Self Help,32
3,1,1,2020,Music,Pop,14
3,1,1,2020,Electronics,Mobile,1203
3,1,1,2020,Music,Pop,13
3,1,1,2020,Music,Classical,9
3,1,1,2020,Music,Classical,9
3,1,1,2020,Ebooks,Technical,42
3,1,1,2020,Electronics,Mobile,806
3,1,1,2020,Ebooks,Fiction,30
3,1,1,2020,Ebooks,Technical,7
3,1,1,2020,Music,Classical,15
3,1,1,2020,Music,Pop,14
3,1,1,2020,Ebooks,Fiction,22
3,1,1,2020,Music,Pop,9
3,1,1,2020,Ebooks,Self Help,40
3,1,1,2020,Electronics,Tablet,1255
3,1,1,2020,Music,Classical,10
3,1,1,2020,Ebooks,Fiction,22
3,1,1,2020,Music,Classical,10
3,1,1,2020,Ebooks,Technical,41
3,1,1,2020,Ebooks,Fiction,23
3,1,1,2020,Ebooks,Technical,41
3,1,1,2020,Music,Classical,13
3,1,1,2020,Ebooks,Fiction,38
3,1,1,2020,Ebooks,Fiction,44
3,1,1,2020,Music,Classical,13
3,1,1,2020,Electronics,Tablet,1157
3,1,1,2020,Ebooks,Fiction,11
3,1,1,2020,Music,Classical,9
3,1,1,2020,Ebooks,Self Help,20
3,1,1,2020,Music,Classical,13
3,1,1,2020,Electronics,Mobile,1311
3,1,1,2020,Ebooks,Fiction,15
3,1,1,2020,Ebooks,Self Help,11
3,1,1,2020,Music,Classical,11
3,1,1,2020,Ebooks,Technical,43
3,1,1,2020,Ebooks,Technical,17
3,1,1,2020,Ebooks,Self Help,38
3,1,1,2020,Music,Pop,9
3,1,1,2020,Electronics,Tablet,784
3,1,1,2020,Electronics,Tablet,1019
3,1,1,2020,Electronics,Laptop,1155
3,1,1,2020,Electronics,Mobile,615
3,1,1,2020,Electronics,Tablet,730
3,1,1,2020,Music,Pop,13
3,1,1,2020,Ebooks,Fiction,30
3,1,1,2020,Music,Classical,14
3,1,1,2020,Music,Classical,12
3,1,1,2020,Music,Pop,9
3,1,1,2020,Electronics,Tablet,1155
3,1,1,2020,Ebooks,Technical,30
3,1,1,2020,Electronics,Laptop,1489
3,1,1,2020,Ebooks,Fiction,19
3,1,1,2020,Music,Classical,12
3,1,1,2020,Ebooks,Technical,41
3,1,1,2020,Music,Classical,9
3,1,1,2020,Electronics,Tablet,729
3,1,1,2020,Electronics,Tablet,781
3,1,1,2020,Ebooks,Self Help,27
3,1,1,2020,Ebooks,Technical,33
3,1,1,2020,Ebooks,Fiction,32
3,1,1,2020,Electronics,Tablet,751
3,1,1,2020,Music,Classical,9
3,1,1,2020,Music,Pop,9
3,1,1,2020,Ebooks,Fiction,30
3,1,1,2020,Music,Pop,10
3,1,1,2020,Ebooks,Fiction,23
3,1,1,2020,Ebooks,Technical,36
3,1,1,2020,Music,Pop,14
4,1,1,2020,Music,Classical,11
4,1,1,2020,Music,Pop,12
4,1,1,2020,Electronics,Mobile,1009
4,1,1,2020,Music,Pop,14
4,1,1,2020,Ebooks,Fiction,23
4,1,1,2020,Electronics,Mobile,1320
4,1,1,2020,Ebooks,Fiction,31
4,1,1,2020,Music,Classical,14
4,1,1,2020,Ebooks,Fiction,38
4,1,1,2020,Music,Pop,10
4,1,1,2020,Music,Classical,12
4,1,1,2020,Music,Pop,15
4,1,1,2020,Electronics,Mobile,655
4,1,1,2020,Electronics,Mobile,783
4,1,1,2020,Electronics,Tablet,1480
4,1,1,2020,Electronics,Tablet,511
4,1,1,2020,Music,Classical,12
4,1,1,2020,Music,Classical,13
4,1,1,2020,Ebooks,Fiction,26
4,1,1,2020,Music,Classical,13
4,1,1,2020,Music,Classical,10
4,1,1,2020,Ebooks,Technical,8
4,1,1,2020,Ebooks,Fiction,23
4,1,1,2020,Ebooks,Fiction,32
4,1,1,2020,Electronics,Laptop,722
4,1,1,2020,Ebooks,Technical,34
4,1,1,2020,Electronics,Laptop,501
4,1,1,2020,Electronics,Mobile,882
4,1,1,2020,Electronics,Tablet,1083
4,1,1,2020,Ebooks,Fiction,24
4,1,1,2020,Ebooks,Technical,16
4,1,1,2020,Electronics,Tablet,793
4,1,1,2020,Ebooks,Fiction,32
4,1,1,2020,Ebooks,Self Help,28
4,1,1,2020,Ebooks,Self Help,26
4,1,1,2020,Music,Classical,14
4,1,1,2020,Electronics,Laptop,774
4,1,1,2020,Electronics,Mobile,1446
4,1,1,2020,Music,Classical,11
4,1,1,2020,Electronics,Tablet,733
4,1,1,2020,Music,Classical,9
4,1,1,2020,Music,Pop,10
4,1,1,2020,Music,Classical,9
4,1,1,2020,Electronics,Tablet,1143
4,1,1,2020,Electronics,Laptop,1150
4,1,1,2020,Ebooks,Technical,34
4,1,1,2020,Music,Classical,13
4,1,1,2020,Ebooks,Technical,40
4,1,1,2020,Electronics,Mobile,1304
4,1,1,2020,Ebooks,Self Help,10
4,1,1,2020,Ebooks,Fiction,9
4,1,1,2020,Ebooks,Fiction,17
4,1,1,2020,Ebooks,Fiction,40
4,1,1,2020,Music,Classical,15
4,1,1,2020,Electronics,Mobile,1251
4,1,1,2020,Music,Pop,15
4,1,1,2020,Ebooks,Self Help,10
4,1,1,2020,Ebooks,Fiction,39
4,1,1,2020,Music,Pop,10
4,1,1,2020,Ebooks,Technical,27
4,1,1,2020,Ebooks,Technical,17
4,1,1,2020,Electronics,Tablet,1104
4,1,1,2020,Music,Classical,9
4,1,1,2020,Music,Classical,12
4,1,1,2020,Ebooks,Fiction,36
4,1,1,2020,Ebooks,Technical,21
4,1,1,2020,Ebooks,Fiction,24
4,1,1,2020,Ebooks,Technical,16
4,1,1,2020,Electronics,Laptop,1464
4,1,1,2020,Electronics,Tablet,810
4,1,1,2020,Ebooks,Self Help,7
4,1,1,2020,Music,Classical,13
4,1,1,2020,Electronics,Tablet,1422
4,1,1,2020,Electronics,Laptop,534
4,1,1,2020,Ebooks,Self Help,40
4,1,1,2020,Music,Classical,11
4,1,1,2020,Electronics,Mobile,1229
4,1,1,2020,Music,Pop,9
4,1,1,2020,Music,Pop,11
4,1,1,2020,Music,Classical,10
4,1,1,2020,Electronics,Laptop,1430
4,1,1,2020,Electronics,Mobile,1222
4,1,1,2020,Music,Classical,10
4,1,1,2020,Music,Pop,14
4,1,1,2020,Electronics,Tablet,998
4,1,1,2020,Ebooks,Self Help,40
4,1,1,2020,Ebooks,Technical,44
4,1,1,2020,Music,Pop,15
4,1,1,2020,Electronics,Mobile,906
4,1,1,2020,Music,Classical,9
4,1,1,2020,Electronics,Mobile,944
4,1,1,2020,Music,Pop,10
4,1,1,2020,Music,Pop,14
4,1,1,2020,Electronics,Mobile,562
4,1,1,2020,Music,Classical,10
4,1,1,2020,Ebooks,Fiction,41
4,1,1,2020,Electronics,Mobile,818
4,1,1,2020,Ebooks,Fiction,22
4,1,1,2020,Music,Classical,14
4,1,1,2020,Ebooks,Fiction,20
4,1,1,2020,Ebooks,Technical,27
4,1,1,2020,Music,Classical,9
4,1,1,2020,Ebooks,Technical,38
4,1,1,2020,Electronics,Mobile,795
4,1,1,2020,Electronics,Tablet,1157
4,1,1,2020,Ebooks,Self Help,38
4,1,1,2020,Electronics,Laptop,1037
4,1,1,2020,Electronics,Tablet,964
4,1,1,2020,Music,Classical,10
4,1,1,2020,Electronics,Laptop,826
4,1,1,2020,Electronics,Tablet,996
4,1,1,2020,Electronics,Mobile,891
4,1,1,2020,Electronics,Mobile,648
4,1,1,2020,Ebooks,Fiction,27
4,1,1,2020,Electronics,Mobile,685
4,1,1,2020,Electronics,Tablet,974
4,1,1,2020,Ebooks,Self Help,22
4,1,1,2020,Music,Classical,14
4,1,1,2020,Music,Classical,14
4,1,1,2020,Ebooks,Technical,23
4,1,1,2020,Electronics,Mobile,1061
4,1,1,2020,Electronics,Mobile,1484
4,1,1,2020,Electronics,Tablet,1137
4,1,1,2020,Ebooks,Fiction,32
4,1,1,2020,Music,Pop,13
4,1,1,2020,Ebooks,Self Help,42
4,1,1,2020,Electronics,Mobile,1265
4,1,1,2020,Electronics,Mobile,1146
4,1,1,2020,Music,Classical,12
4,1,1,2020,Ebooks,Technical,17
4,1,1,2020,Electronics,Tablet,1376
4,1,1,2020,Electronics,Mobile,647
4,1,1,2020,Electronics,Tablet,1176
4,1,1,2020,Music,Pop,13
4,1,1,2020,Music,Pop,11
4,1,1,2020,Ebooks,Fiction,38
4,1,1,2020,Ebooks,Self Help,20
4,1,1,2020,Music,Classical,13
4,1,1,2020,Music,Pop,13
4,1,1,2020,Electronics,Tablet,1202
4,1,1,2020,Electronics,Laptop,762
4,1,1,2020,Electronics,Laptop,508
4,1,1,2020,Ebooks,Fiction,26
4,1,1,2020,Ebooks,Self Help,20
4,1,1,2020,Ebooks,Fiction,27
4,1,1,2020,Music,Pop,10
4,1,1,2020,Ebooks,Fiction,10
